Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_travel_frequently,BusinessTravel_travel_rarely,Department_research & development,Department_sales,EducationField_life sciences,EducationField_marketing,EducationField_medical,EducationField_other,EducationField_technical degree,JobRole_human resources,JobRole_laboratory technician,JobRole_manager,JobRole_manufacturing director,JobRole_research director,JobRole_research scientist,JobRole_sales executive,JobRole_sales representative,MaritalStatus_married,MaritalStatus_single
26,0,496,11,2,1,390,1,1,60,3,2,1,4741,22722,1,y,1,13,3,3,80,1,5,3,3,5,3,3,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
37,0,1372,1,3,1,391,4,0,42,3,1,4,2115,15881,1,y,0,12,3,2,80,0,17,3,3,17,12,5,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
26,1,1449,16,4,1,394,1,1,45,3,1,2,2373,14180,2,y,1,13,3,4,80,1,5,2,3,3,2,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
18,1,230,3,3,1,405,3,1,54,3,1,3,1420,25233,1,y,0,13,3,3,80,0,0,2,3,0,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,0,566,18,4,1,407,3,1,81,4,1,4,3688,7122,4,y,0,18,3,4,80,2,4,2,3,1,0,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
51,0,1302,2,3,1,408,4,1,84,1,2,2,5482,16321,5,y,0,18,3,4,80,1,13,3,3,4,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
18,0,812,10,3,1,411,4,0,69,2,1,3,1200,9724,1,y,0,12,3,1,80,0,0,2,3,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
28,0,1476,16,2,1,412,2,1,68,4,2,1,5661,4824,0,y,0,19,3,3,80,0,9,2,3,8,3,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
36,0,1105,24,4,1,419,2,0,47,3,2,2,5674,6927,7,y,0,15,3,3,80,1,11,3,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,0,906,7,3,1,420,4,1,91,2,2,3,5484,16985,1,y,0,14,3,3,80,1,13,3,2,13,8,4,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
38,0,849,25,2,1,421,1,0,81,2,3,2,12061,26707,3,y,0,17,3,3,80,1,19,2,3,10,8,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,0,390,1,4,1,422,4,1,32,1,2,3,5660,17056,2,y,1,13,3,4,80,1,12,2,3,5,3,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0,691,5,4,1,423,3,1,86,3,1,4,4821,10077,0,y,1,12,3,3,80,1,6,4,3,5,2,0,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
31,0,106,2,3,1,424,1,1,62,2,2,1,6410,17822,3,y,0,12,3,4,80,0,9,1,3,2,2,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31,0,192,2,4,1,426,3,1,32,3,1,4,2695,7747,0,y,1,18,3,2,80,1,3,2,1,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,0,1220,5,3,1,434,3,0,85,3,1,2,2478,20938,1,y,1,12,3,2,80,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27,0,1377,2,3,1,437,4,1,74,3,2,3,4478,5242,1,y,1,11,3,1,80,0,5,3,3,5,4,0,4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
28,1,1157,2,4,1,440,1,1,84,1,1,4,3464,24737,5,y,1,13,3,4,80,0,5,4,2,3,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
30,0,1275,28,2,1,441,4,0,64,3,2,4,5775,11934,1,y,0,13,3,4,80,2,11,2,3,10,8,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
39,1,1162,3,2,1,445,4,0,41,3,2,3,5238,17778,4,y,1,18,3,1,80,0,12,3,2,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
43,0,559,10,4,1,448,3,0,82,2,2,3,5257,6227,1,y,0,11,3,2,80,1,9,3,4,9,7,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54,0,928,20,4,1,450,4,0,31,3,2,3,4869,16885,3,y,0,12,3,4,80,0,20,4,2,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,0,1001,7,3,1,451,3,0,43,3,3,1,9985,9262,8,y,0,16,3,1,80,1,10,1,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,1,318,8,4,1,454,2,1,77,1,1,1,2119,4759,1,y,1,11,3,4,80,0,7,4,2,7,7,0,7,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
29,0,738,9,5,1,455,2,1,30,2,1,4,3983,7621,0,y,0,17,3,3,80,0,4,2,3,3,2,2,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
27,0,1130,8,4,1,458,2,0,56,3,2,2,6214,3415,1,y,0,18,3,1,80,1,8,3,3,8,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
37,0,1192,5,2,1,460,4,1,61,3,2,4,6347,23177,7,y,0,16,3,3,80,2,8,2,2,6,2,0,4,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
38,0,343,15,2,1,461,3,1,92,2,3,4,11510,15682,0,y,1,14,3,2,80,1,12,3,3,11,10,2,9,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
31,0,1232,7,4,1,462,3,0,39,3,3,4,7143,25713,1,y,1,14,3,3,80,0,11,2,2,11,9,4,10,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29,0,144,10,1,1,463,4,0,39,2,2,2,8268,11866,1,y,1,14,3,1,80,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
23,0,1309,26,1,1,465,3,1,83,3,1,4,2904,16092,1,y,0,12,3,3,80,2,4,2,2,4,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,0,483,6,3,1,466,4,1,95,2,2,2,6032,10110,6,y,1,15,3,4,80,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
47,0,1309,4,1,1,467,2,1,99,3,2,3,2976,25751,3,y,0,19,3,1,80,0,5,3,3,0,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
42,0,810,23,5,1,468,1,0,44,3,4,4,15992,15901,2,y,0,14,3,2,80,0,16,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,0,746,2,3,1,469,4,1,61,3,2,3,4649,16928,1,y,0,14,3,1,80,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
32,0,1062,2,3,1,471,3,0,75,3,1,2,2370,3956,1,y,0,13,3,3,80,1,8,4,3,8,0,0,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
30,0,641,25,2,1,475,4,0,85,3,2,3,4736,6069,7,y,1,12,3,2,80,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
21,1,756,1,1,1,478,1,0,99,2,1,2,2174,9150,1,y,1,11,3,3,80,0,3,3,3,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
57,0,593,1,4,1,482,4,1,88,3,2,3,6755,2967,2,y,0,11,3,3,80,0,15,2,3,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
40,0,1171,10,4,1,483,4,0,46,4,1,3,2213,22495,3,y,1,13,3,3,80,1,10,3,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,1,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,y,1,13,3,2,80,0,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
46,0,1144,7,4,1,487,3,0,30,3,2,3,5258,16044,2,y,0,14,3,3,80,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
50,0,1046,10,3,1,491,4,1,100,2,3,4,10496,2755,6,y,0,15,3,4,80,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
27,0,1469,1,2,1,497,4,1,82,3,1,2,3816,17881,1,y,0,11,3,2,80,1,5,2,3,5,2,0,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
28,0,304,9,4,1,498,2,1,92,3,2,4,5253,20750,1,y,0,16,3,4,80,0,7,1,3,7,5,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
51,0,1178,14,2,1,500,3,0,87,3,2,4,4936,14862,4,y,0,11,3,3,80,1,18,2,2,7,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,0,329,2,3,1,501,4,0,96,3,1,3,2543,11868,4,y,0,13,3,2,80,1,6,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,1,1362,19,3,1,502,1,1,67,4,2,4,5304,4652,8,y,1,13,3,2,80,0,9,3,2,5,2,0,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
24,0,1371,10,4,1,507,4,0,77,3,2,3,4260,5915,1,y,1,12,3,4,80,1,5,2,4,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30,0,202,2,1,1,508,3,1,72,3,1,2,2476,17434,1,y,0,18,3,1,80,1,1,3,3,1,0,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
22,0,253,11,3,1,511,1,0,43,3,1,2,2244,24440,1,y,0,13,3,4,80,1,2,1,3,2,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
37,0,1305,10,4,1,518,3,1,49,3,2,2,4197,21123,2,y,1,12,3,4,80,0,18,2,2,1,0,0,1,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
43,0,1473,8,4,1,526,3,0,74,3,2,3,4522,2227,4,y,1,14,3,4,80,0,8,3,3,5,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25,0,891,4,2,1,527,2,0,99,2,2,4,4487,12090,1,y,1,11,3,2,80,0,5,3,3,5,4,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
31,0,329,1,2,1,530,4,1,98,2,1,1,2218,16193,1,y,0,12,3,3,80,1,4,3,3,4,2,3,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
41,0,645,1,3,1,534,2,1,49,4,3,1,8392,19566,1,y,0,16,3,3,80,1,10,2,3,10,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
28,0,1300,17,2,1,536,3,1,79,3,2,1,4558,13535,1,y,0,12,3,4,80,1,10,2,3,10,0,1,8,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
42,0,532,29,2,1,547,1,0,92,3,2,3,4556,12932,2,y,0,11,3,2,80,1,19,3,3,5,4,0,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24,1,1448,1,1,1,554,1,0,62,3,1,2,3202,21972,1,y,1,16,3,2,80,0,6,4,3,5,3,1,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
34,1,296,6,2,1,555,4,0,33,1,1,3,2351,12253,0,y,0,16,3,4,80,1,3,3,2,2,2,1,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30,0,1400,3,3,1,562,3,1,53,3,1,4,2097,16734,4,y,0,15,3,3,80,1,9,3,1,5,3,1,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
29,0,986,3,4,1,564,2,1,93,2,3,3,11935,21526,1,y,0,18,3,3,80,0,10,2,3,10,2,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
29,1,408,25,5,1,565,3,0,71,2,1,2,2546,18300,5,y,0,16,3,2,80,0,6,2,4,2,2,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
19,1,489,2,2,1,566,1,1,52,2,1,4,2564,18437,1,y,0,12,3,3,80,0,1,3,4,1,0,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
35,0,144,22,3,1,577,4,1,46,1,1,3,4230,19225,0,y,0,15,3,3,80,0,6,2,3,5,4,4,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
54,0,548,8,4,1,578,3,0,42,3,2,3,3780,23428,7,y,0,11,3,3,80,0,19,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,0,1303,2,4,1,579,4,1,62,2,1,3,2768,8416,3,y,0,12,3,3,80,1,14,3,3,7,3,5,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,0,1125,10,3,1,580,3,0,94,2,3,4,9071,11563,2,y,1,19,3,3,80,1,15,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
30,0,413,7,1,1,585,4,1,57,3,1,2,2983,18398,0,y,0,14,3,1,80,0,4,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
35,0,1276,16,3,1,586,4,1,72,3,3,3,7632,14295,4,y,1,12,3,3,80,0,10,2,3,8,7,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,1,534,20,3,1,587,1,1,66,3,3,3,9824,22908,3,y,0,12,3,1,80,0,12,2,3,1,0,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42,0,1474,5,2,1,591,2,1,97,3,1,3,2093,9260,4,y,0,17,3,4,80,1,8,4,3,2,2,2,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
22,1,1368,4,1,1,593,3,1,99,2,1,3,3894,9129,5,y,0,16,3,3,80,0,4,3,3,2,2,1,2,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
41,0,267,10,2,1,599,4,1,56,3,2,4,6230,13430,7,y,0,14,3,4,80,0,16,3,3,14,3,1,10,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
39,0,443,8,1,1,602,3,0,48,3,1,3,3755,17872,1,y,0,11,3,1,80,1,8,3,3,8,3,0,7,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31,0,828,2,1,1,604,2,1,77,3,2,4,6582,8346,4,y,1,13,3,3,80,0,10,2,4,6,5,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
45,0,561,2,3,1,606,4,1,61,3,2,2,4805,16177,0,y,0,19,3,2,80,1,9,3,4,8,7,3,7,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
26,1,426,17,4,1,608,2,0,58,3,1,3,2741,22808,0,y,1,11,3,2,80,1,8,2,2,7,7,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,0,232,19,3,1,611,4,1,34,3,2,4,4262,22645,4,y,0,12,3,2,80,2,8,2,4,3,2,1,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
33,0,922,1,5,1,612,1,0,95,4,4,3,16184,22578,4,y,0,19,3,3,80,1,10,2,3,6,1,0,5,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18,1,1306,5,3,1,614,2,1,69,3,1,2,1878,8059,1,y,1,14,3,4,80,0,0,3,3,0,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
40,0,1094,28,3,1,615,3,1,58,1,3,1,10932,11373,3,y,0,15,3,3,80,1,20,2,3,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
41,0,509,2,4,1,616,1,0,62,2,2,3,6811,2112,2,y,1,17,3,1,80,0,10,3,3,8,7,0,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
35,0,195,1,3,1,620,1,0,80,3,2,3,4859,6698,1,y,0,16,3,4,80,0,5,3,3,5,4,0,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
34,0,258,21,4,1,621,4,1,74,4,2,4,5337,19921,1,y,0,12,3,4,80,0,10,3,3,10,7,5,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26,1,471,24,3,1,622,3,1,66,1,1,4,2340,23213,1,y,1,18,3,2,80,0,1,3,1,1,0,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
37,0,799,1,3,1,623,2,0,59,3,3,4,7491,23848,4,y,0,17,3,4,80,0,12,3,4,6,5,1,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
32,1,1474,11,4,1,631,4,1,60,4,2,3,4707,23914,8,y,0,12,3,4,80,0,6,2,3,4,2,1,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
24,0,535,24,3,1,632,4,1,38,3,1,4,2400,5530,0,y,0,13,3,3,80,2,3,3,3,2,2,2,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
38,0,1495,10,3,1,634,3,0,76,3,2,3,9824,22174,3,y,0,19,3,3,80,1,18,4,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
37,0,446,1,4,1,635,2,0,65,3,2,2,6447,15701,6,y,0,12,3,2,80,1,8,2,2,6,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
24,0,691,23,3,1,639,2,1,89,4,1,4,2725,21630,1,y,1,11,3,2,80,2,6,3,3,6,5,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
25,0,622,13,1,1,645,2,1,40,3,1,3,2096,26376,1,y,0,11,3,3,80,0,7,1,3,7,4,0,6,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
24,1,1287,7,3,1,647,1,0,55,3,1,3,2886,14168,1,y,1,16,3,4,80,1,6,4,3,6,3,1,2,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,1,448,12,4,1,648,2,1,74,2,1,1,2033,14470,1,y,0,18,3,3,80,1,1,2,4,1,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
34,0,254,1,2,1,649,2,1,83,2,1,4,3622,22794,1,y,1,13,3,4,80,1,6,3,3,6,5,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
31,1,1365,13,4,1,650,2,1,46,3,2,1,4233,11512,2,y,0,17,3,3,80,0,9,2,1,3,1,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
35,0,538,25,2,1,652,1,1,54,2,2,4,3681,14004,4,y,0,14,3,4,80,0,9,3,3,3,2,0,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
37,0,558,2,3,1,656,4,1,75,3,2,3,9602,3010,4,y,1,11,3,3,80,1,17,3,2,3,0,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
42,0,622,2,4,1,659,3,0,81,3,2,4,4089,5718,1,y,0,13,3,2,80,2,10,4,3,10,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38,0,362,1,1,1,662,3,0,43,3,1,1,2619,14561,3,y,0,17,3,4,80,0,8,3,2,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,0,1001,9,5,1,663,4,1,72,3,2,3,5679,19627,3,y,1,13,3,2,80,1,10,3,3,8,7,4,7,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
48,0,1236,1,4,1,664,4,0,40,2,4,1,15402,17997,7,y,0,11,3,1,80,1,21,3,1,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
44,0,1112,1,4,1,665,1,0,50,2,2,3,5985,26894,4,y,0,11,3,2,80,0,10,1,4,2,2,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
34,0,204,14,3,1,666,3,0,31,3,1,3,2579,2912,1,y,1,18,3,4,80,2,8,3,3,8,2,0,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
27,1,1420,2,1,1,667,3,1,85,3,1,1,3041,16346,0,y,0,11,3,2,80,1,5,3,3,4,3,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21,0,1343,22,1,1,669,3,1,49,3,1,3,3447,24444,1,y,0,11,3,3,80,0,3,2,3,3,2,1,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
33,0,1216,8,4,1,677,3,1,39,3,2,3,7104,20431,0,y,0,12,3,4,80,0,6,3,3,5,0,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32,0,646,9,4,1,679,1,0,92,3,2,4,6322,18089,1,y,1,12,3,4,80,1,6,2,2,6,4,0,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
45,1,306,26,4,1,684,1,0,100,3,2,1,4286,5630,2,y,0,14,3,4,80,2,5,4,3,1,1,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
26,0,991,6,3,1,686,3,0,71,3,1,4,2659,17759,1,y,1,13,3,3,80,1,3,2,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
36,0,913,9,2,1,699,2,1,48,2,2,2,8847,13934,2,y,1,11,3,3,80,1,13,2,3,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
35,0,727,3,3,1,704,3,1,41,2,1,3,1281,16900,1,y,0,18,3,3,80,2,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
23,0,885,4,3,1,705,1,1,58,4,1,1,2819,8544,2,y,0,16,3,1,80,1,5,3,4,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
48,0,817,2,1,1,712,2,1,56,4,2,2,8120,18597,3,y,0,12,3,4,80,0,12,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
37,0,1225,10,2,1,715,4,1,80,4,1,4,4680,15232,3,y,0,17,3,1,80,0,4,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,929,10,3,1,722,4,1,55,3,2,4,5396,21703,1,y,0,12,3,4,80,0,10,2,2,10,7,0,8,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
50,1,562,8,2,1,723,2,1,50,3,2,3,6796,23452,3,y,1,14,3,1,80,1,18,4,3,4,3,1,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,0,827,1,4,1,724,2,0,33,4,2,4,7625,19383,0,y,0,13,3,3,80,0,10,4,2,9,7,1,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27,0,608,1,2,1,725,3,0,68,3,3,1,7412,6009,1,y,0,11,3,4,80,0,9,3,3,9,7,0,7,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
47,0,703,14,4,1,728,4,1,42,3,2,1,4960,11825,2,y,0,12,3,4,80,0,20,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
60,0,1179,16,4,1,732,1,1,84,3,2,1,5405,11924,8,y,0,14,3,4,80,0,10,1,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
50,0,316,8,4,1,738,4,1,54,3,1,2,3875,9983,7,y,0,15,3,4,80,1,4,2,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
28,1,654,1,2,1,741,1,0,67,1,1,2,2216,3872,7,y,1,13,3,4,80,0,10,4,3,7,7,3,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,0,168,1,3,1,743,3,0,81,3,3,3,7861,15397,4,y,1,14,3,4,80,0,10,4,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
42,1,933,19,3,1,752,3,1,57,4,1,3,2759,20366,6,y,1,12,3,4,80,0,7,2,3,2,2,2,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,0,970,8,2,1,757,2,0,96,3,2,3,6142,7360,3,y,0,11,3,4,80,0,10,2,3,5,1,4,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23,0,650,9,1,1,758,2,1,37,3,1,1,2500,4344,1,y,0,14,3,4,80,1,5,2,4,4,3,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
27,0,975,7,3,1,764,4,0,55,2,2,1,6811,23398,8,y,0,19,3,1,80,0,9,2,1,7,6,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29,0,1090,10,3,1,766,4,1,83,3,1,2,2297,17967,1,y,0,14,3,4,80,2,2,2,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
53,0,346,6,3,1,769,4,1,86,3,2,4,2450,10919,2,y,0,17,3,4,80,0,19,4,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
35,0,1225,2,4,1,771,4,0,61,3,2,1,5093,4761,2,y,0,11,3,1,80,1,16,2,4,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,0,430,24,4,1,772,1,1,80,3,2,4,5309,21146,1,y,0,15,3,4,80,2,10,2,3,10,8,4,7,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
34,0,167,8,5,1,775,2,0,32,3,2,1,5121,4187,3,y,0,14,3,3,80,1,7,3,3,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45,0,954,2,2,1,783,2,1,46,1,2,3,6632,12388,0,y,0,13,3,1,80,0,9,3,3,8,7,3,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
